CY,PCY,FY,PFY,L90,B1_ALT_ID,CAT1,DATE1,DATE2,DATE3,TOPIC,ALLEGATION,SOURCE,LANGUAGE,REQUEST_TYPE,OUTCOME,ENFO_OUTCOME,STATUS,STAFF,ENFO_RECORD
0,1,1,0,1,2021-25577-INT,INTAKE_RECEIVED,12/23/2021 0:00,,,Other,,Call from 311,English,Information Request,Information Provided,,,K,
0,1,1,0,1,2021-25590-INT,INTAKE_RECEIVED,12/29/2021 0:00,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-06129-INT,INTAKE_RECEIVED,7/28/2020 14:39,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,,,,C,
0,0,0,1,0,2020-08141-INT,INTAKE_RECEIVED,8/28/2020 13:00,,,Other,,Call from Hotline,Spanish,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-14073-INT,INTAKE_RECEIVED,12/2/2020 12:17,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,R,
0,0,0,1,0,2020-11992-INT,INTAKE_RECEIVED,10/26/2020 16:48,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,1,0,1,0,2021-15894-INT,INTAKE_RECEIVED,1/8/2021 11:38,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,N,
0,0,0,1,0,2020-09225-INT,INTAKE_RECEIVED,9/14/2020 14:17,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,0,0,1,0,2020-14730-INT,INTAKE_RECEIVED,12/11/2020 11:00,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,V,
0,1,0,1,0,2021-21673-INT,INTAKE_RECEIVED,5/7/2021 15:10,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-16950-INT,INTAKE_RECEIVED,1/27/2021 14:52,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,M,
0,0,0,1,0,2020-10668-INT,INTAKE_RECEIVED,10/5/2020 0:00,1/28/2021 14:49,115,Paid Safe and Sick Leave,Did not pay for use,Referral,English,Complaint,Assigned for Review,Matter Created,,A,2021-00751-ENF
0,0,0,0,0,2020-03290-INT,INTAKE_RECEIVED,6/22/2020 10:46,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,0,0,0,0,2020-00823-INT,INTAKE_RECEIVED,3/12/2020 0:00,,,Unemployment Insurance,,Email,English,Information Request,Information Provided,,,U,
1,0,1,0,1,2022-25710-INT,INTAKE_RECEIVED,1/5/2022 13:20,,,Other,,Email,English,Information Request,Information Provided,Decision Made Not to Docket,,I,
0,1,0,1,0,2021-20100-INT,INTAKE_RECEIVED,3/30/2021 12:54,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,H,
0,1,1,0,1,2021-25392-INT,INTAKE_RECEIVED,12/21/2021 15:56,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,I,
0,0,0,1,0,2020-14939-INT,INTAKE_RECEIVED,12/16/2020 14:28,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,0,0,0,0,2020-03190-INT,INTAKE_RECEIVED,6/19/2020 9:24,,,Other,,Call from Hotline,English,Other,,,,F,
0,0,0,1,0,2020-10486-INT,INTAKE_RECEIVED,10/1/2020 18:25,,,Wage & Hour,,Referral,English,Information Request,Assigned for Review,Intake Linked to Existing Matter,,I,
0,0,0,1,0,2020-04922-INT,INTAKE_RECEIVED,7/14/2020 10:34,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,R,
0,0,0,1,0,2020-10006-INT,INTAKE_RECEIVED,9/24/2020 16:59,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,0,0,0,0,2020-02073-INT,INTAKE_RECEIVED,5/6/2020 2:01,9/25/2020 16:27,142,Paid Safe and Sick Leave,Did not pay for use,Email,English,Complaint,Assigned for Review,Matter Created,,K,2020-00590-ENF
0,1,0,1,0,2021-19773-INT,INTAKE_RECEIVED,3/24/2021 15:08,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,1,0,1,0,2021-18192-INT,INTAKE_RECEIVED,2/22/2021 12:32,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,V,
0,0,0,1,0,2020-07637-INT,INTAKE_RECEIVED,8/20/2020 9:09,,,Health & Safety,,Call from Hotline,English,Information Request,,,,V,
0,0,0,0,0,2020-00573-INT,INTAKE_RECEIVED,3/6/2020 0:00,3/18/2020 15:48,12,Freelance Isn't Free,Asking as a condition of pmnt that you accept less than contract compensation once work began,Email,English,Complaint,Assigned for Review,Matter Created,,W,2020-00178-ENF
0,0,0,0,0,2020-01269-INT,INTAKE_RECEIVED,3/31/2020 0:00,,,Commuter Benefits,,Email,English,Information Request,Information Provided,,,G,
0,0,0,0,0,2020-03888-INT,INTAKE_RECEIVED,6/30/2020 16:43,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,M,
0,0,0,1,0,2020-05415-INT,INTAKE_RECEIVED,7/20/2020 13:08,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,N,
0,0,0,1,0,2020-11677-INT,INTAKE_RECEIVED,10/21/2020 12:24,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-16564-INT,INTAKE_RECEIVED,1/20/2021 15:27,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,A,
0,0,0,0,0,2020-00975-INT,INTAKE_RECEIVED,3/17/2020 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,O,
0,0,0,0,0,2020-00461-INT,INTAKE_RECEIVED,2/28/2020 11:51,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,Z,
0,0,0,1,0,2020-07115-INT,INTAKE_RECEIVED,8/11/2020 14:37,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-07801-INT,INTAKE_RECEIVED,8/24/2020 13:25,,,Health & Safety,,Call from Hotline,English,Complaint,Information Provided,,,M,
0,0,0,1,0,2020-06046-INT,INTAKE_RECEIVED,7/27/2020 16:51,,,Health & Safety,,Call from Hotline,Spanish,Information Request,,,,V,
0,1,0,1,0,2021-17858-INT,INTAKE_RECEIVED,2/12/2021 9:23,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,1,0,1,0,2021-19411-INT,INTAKE_RECEIVED,3/17/2021 14:24,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,N,
0,1,1,0,0,2021-23598-INT,INTAKE_RECEIVED,7/15/2021 11:18,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,F,
0,1,1,0,0,2021-24258-INT,INTAKE_RECEIVED,9/16/2021 7:20,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,H,
1,0,1,0,1,2022-25898-INT,INTAKE_RECEIVED,1/3/2022 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,G,
0,0,0,1,0,2020-15349-INT,INTAKE_RECEIVED,12/28/2020 14:33,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,L,
0,0,0,0,0,2020-03733-INT,INTAKE_RECEIVED,6/29/2020 13:51,9/25/2020 17:02,88,Paid Safe and Sick Leave,Did not pay for use,Email,English,Retaliation w/ Termination,Assigned for Review,Matter Created,,V,2020-00603-ENF
0,1,1,0,0,2021-23824-INT,INTAKE_RECEIVED,7/31/2021 0:00,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,R,
0,1,0,1,0,2021-17705-INT,INTAKE_RECEIVED,2/9/2021 16:03,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,0,0,2020-02897-INT,INTAKE_RECEIVED,6/15/2020 11:17,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,F,
0,1,0,1,0,2021-23503-INT,INTAKE_RECEIVED,6/21/2021 0:00,,,Wage & Hour,,Direct Call,English,Information Request,Information Provided,,,A,
0,0,0,1,0,2020-04363-INT,INTAKE_RECEIVED,7/7/2020 14:43,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,0,0,1,0,2020-10598-INT,INTAKE_RECEIVED,10/6/2020 9:29,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,1,1,0,1,2021-25279-INT,INTAKE_RECEIVED,12/15/2021 9:47,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,Decision Made Not to Docket,,W,
0,0,0,0,0,2020-01683-INT,INTAKE_RECEIVED,4/9/2020 0:00,,,Freelance Isn't Free,,Email,English,Information Request,Information Provided,,,S,
0,1,0,1,0,2021-17282-INT,INTAKE_RECEIVED,2/2/2021 14:03,4/6/2021 9:50,63,Fair Workweek,Retail: Failed to update schedule,Email,English,Complaint,Assigned for Review,Intake Linked to Existing Matter,,X,2021-00847-ENF
0,1,0,1,0,2021-21911-INT,INTAKE_RECEIVED,5/14/2021 16:25,6/4/2021 14:40,21,Paid Safe and Sick Leave,Did not allow use,Email,English,Information Request,Information Provided,Matter Created,,H,2021-00966-ENF
0,0,0,1,0,2020-05476-INT,INTAKE_RECEIVED,7/20/2020 15:41,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,0,0,1,0,2020-07114-INT,INTAKE_RECEIVED,8/11/2020 14:29,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,1,1,0,1,2021-25329-INT,INTAKE_RECEIVED,12/16/2021 0:00,12/22/2021 11:57,6,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,S,2021-01269-ENF
0,1,0,1,0,2021-15637-INT,INTAKE_RECEIVED,1/5/2021 13:41,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,A,
0,1,0,1,0,2021-16504-INT,INTAKE_RECEIVED,1/20/2021 9:22,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,0,0,1,0,2020-07576-INT,INTAKE_RECEIVED,8/18/2020 15:45,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,H,
0,0,0,0,0,2020-02873-INT,INTAKE_RECEIVED,6/12/2020 17:52,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,R,
0,0,0,1,0,2020-07690-INT,INTAKE_RECEIVED,8/21/2020 9:11,,,Health & Safety,,Call from Hotline,English,Complaint,,,,B,
0,1,0,1,0,2021-22038-INT,INTAKE_RECEIVED,5/19/2021 14:39,,,Wage & Hour,,Email,English,Information Request,Information Provided,Decision Made Not to Docket,,Z,
0,0,0,1,0,2020-13327-INT,INTAKE_RECEIVED,11/19/2020 10:39,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,0,0,1,0,2020-04057-INT,INTAKE_RECEIVED,7/2/2020 13:46,7/9/2020 13:41,7,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,N,2020-00487-ENF
0,1,0,1,0,2021-22908-INT,INTAKE_RECEIVED,6/18/2021 14:36,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,0,0,1,0,2020-11322-INT,INTAKE_RECEIVED,10/15/2020 16:29,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,0,0,2020-01776-INT,INTAKE_RECEIVED,4/14/2020 0:00,4/21/2020 12:17,7,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Information Provided,Matter Created,,H,2020-00276-ENF
0,0,0,1,0,2020-10486-INT,INTAKE_RECEIVED,10/1/2020 18:25,,,Health & Safety,,Referral,English,Information Request,Assigned for Review,Intake Linked to Existing Matter,,M,
0,0,0,1,0,2020-05505-INT,INTAKE_RECEIVED,7/20/2020 16:45,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,,,,B,
0,1,0,1,0,2021-15893-INT,INTAKE_RECEIVED,1/8/2021 11:38,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,0,0,0,0,2020-02582-INT,INTAKE_RECEIVED,6/9/2020 15:06,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,J,
0,0,0,1,0,2020-06136-INT,INTAKE_RECEIVED,7/28/2020 15:39,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
1,0,1,0,1,2022-25646-INT,INTAKE_RECEIVED,1/4/2022 16:27,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,,,,G,
0,1,1,0,1,2021-25399-INT,INTAKE_RECEIVED,12/22/2021 9:30,,,Discrimination/Harassment,,Email,English,Information Request,Information Provided,Decision Made Not to Docket,,S,
0,0,0,0,0,2020-01306-INT,INTAKE_RECEIVED,4/2/2020 11:20,,,Paid Safe and Sick Leave,Did not pay for use,Email,English,Complaint,Assigned for Review,Decision Made Not to Docket,,X,
0,0,0,1,0,2020-08007-INT,INTAKE_RECEIVED,8/26/2020 15:48,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,P,
0,0,0,0,0,2020-02850-INT,INTAKE_RECEIVED,6/12/2020 16:25,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,B,
0,0,0,1,0,2020-12764-INT,INTAKE_RECEIVED,11/9/2020 15:15,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,I,
1,0,1,0,1,2022-26030-INT,INTAKE_RECEIVED,1/11/2022 10:57,1/18/2022 14:40,7,Paid Safe and Sick Leave,Failed to maintain adequate policy,Email,English,Retaliation w/ Termination,Assigned for Review,Matter Created,,Q,2022-01322-ENF
0,0,0,1,0,2020-08218-INT,INTAKE_RECEIVED,8/31/2020 11:40,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,C,
0,1,0,1,0,2021-18269-INT,INTAKE_RECEIVED,2/23/2021 11:55,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,1,0,2020-13945-INT,INTAKE_RECEIVED,11/30/2020 0:00,3/11/2021 16:30,101,Paid Safe and Sick Leave,Did not allow use,Email,English,Complaint,Assigned for Review,Matter Created,,J,2021-00812-ENF
0,1,0,1,0,2021-19897-INT,INTAKE_RECEIVED,3/26/2021 12:28,,,Other,,Email,English,Information Request,Information Provided,,,Q,
0,0,0,0,0,2020-00648-INT,INTAKE_RECEIVED,3/12/2020 0:00,3/19/2020 11:58,7,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,V,2020-00189-ENF
0,1,0,1,0,2021-23180-INT,INTAKE_RECEIVED,6/28/2021 15:26,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-11111-INT,INTAKE_RECEIVED,10/14/2020 9:17,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,K,
0,1,0,1,0,2021-23121-INT,INTAKE_RECEIVED,6/25/2021 13:11,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,I,
0,0,0,1,0,2020-06282-INT,INTAKE_RECEIVED,7/30/2020 9:56,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-13429-INT,INTAKE_RECEIVED,11/20/2020 10:34,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,W,
0,1,0,1,0,2021-21816-INT,INTAKE_RECEIVED,5/12/2021 14:36,,,Fair Workweek,Fast Food: Retaliated (incl. threats),Email,English,Retaliation w/ Termination,Assigned for Review,Decision Made Not to Docket,,A,
0,1,0,1,0,2021-18363-INT,INTAKE_RECEIVED,2/24/2021 16:08,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,D,
0,0,0,1,0,2020-11889-INT,INTAKE_RECEIVED,10/23/2020 13:34,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Q,
0,0,0,1,0,2020-04578-INT,INTAKE_RECEIVED,7/9/2020 13:35,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,0,0,2020-00839-INT,INTAKE_RECEIVED,3/23/2020 16:22,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,F,
0,1,0,1,0,2021-19960-INT,INTAKE_RECEIVED,3/29/2021 9:44,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,,,,F,
0,1,0,1,0,2021-20451-INT,INTAKE_RECEIVED,4/6/2021 13:46,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,E,
0,0,0,0,0,2020-02732-INT,INTAKE_RECEIVED,6/11/2020 11:34,,,Other,,Call from Hotline,English,Information Request,,,,P,
0,1,0,1,0,2021-22082-INT,INTAKE_RECEIVED,5/19/2021 0:00,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,W,
0,0,0,1,0,2020-14805-INT,INTAKE_RECEIVED,12/15/2020 9:28,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,Z,
0,0,0,1,0,2020-09757-INT,INTAKE_RECEIVED,9/21/2020 0:00,,,Freelance Isn't Free,,Email,English,Information Request,Information Provided,,,B,
0,1,0,1,0,2021-16827-INT,INTAKE_RECEIVED,1/26/2021 12:19,,,Paid Safe and Sick Leave,,Direct Call,English,Information Request,Information Provided,,,T,
0,1,0,1,0,2021-18373-INT,INTAKE_RECEIVED,2/25/2021 9:18,,,Health & Safety,,Call from Hotline,English,Complaint,,,,L,
0,1,1,0,0,2021-23826-INT,INTAKE_RECEIVED,8/3/2021 11:17,,,Commuter Benefits,,Direct Call,English,Information Request,Information Provided,,,O,
0,1,1,0,0,2021-23858-INT,INTAKE_RECEIVED,8/5/2021 11:14,,,Wage & Hour,,Email,English,Information Request,Information Provided,,,H,
0,0,0,1,0,2020-06849-INT,INTAKE_RECEIVED,8/6/2020 13:48,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,Y,
0,1,0,1,0,2021-17998-INT,INTAKE_RECEIVED,2/16/2021 16:37,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,O,
0,0,0,1,0,2020-09060-INT,INTAKE_RECEIVED,9/11/2020 10:30,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,0,0,0,0,2020-02846-INT,INTAKE_RECEIVED,6/12/2020 16:02,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,L,
0,1,0,1,0,2021-18581-INT,INTAKE_RECEIVED,3/2/2021 10:15,4/6/2021 11:01,35,Paid Safe and Sick Leave,,Email,English,Information Request,Assigned for Review,Matter Created,,U,2021-00855-ENF
0,0,0,1,0,2020-15471-INT,INTAKE_RECEIVED,12/30/2020 10:50,,,Paid Safe and Sick Leave,,Call from 311,English,Information Request,Information Provided,,,S,
0,1,1,0,1,2021-25330-INT,INTAKE_RECEIVED,12/17/2021 14:04,,,Paid Safe and Sick Leave,,Direct Call,English,Complaint,,,,Q,
0,1,0,1,0,2021-20268-INT,INTAKE_RECEIVED,4/1/2021 14:10,5/6/2021 15:33,35,Discrimination/Harassment,,,English,Complaint,Assigned for Review,Intake Linked to Existing Matter,,R,2021-00898-ENF
0,1,0,1,0,2021-17168-INT,INTAKE_RECEIVED,2/1/2021 10:29,,,Paid Safe and Sick Leave,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,0,0,0,0,2020-01905-INT,INTAKE_RECEIVED,4/23/2020 9:10,7/2/2020 17:24,70,Paid Safe and Sick Leave,Did not provide correct carryover,Direct Call,English,Complaint,Assigned for Review,Matter Created,,C,2020-00467-ENF
0,1,1,0,0,2021-24274-INT,INTAKE_RECEIVED,9/17/2021 9:10,,,Discrimination/Harassment,,Email,English,Information Request,Information Provided,,,F,
0,1,0,1,0,2021-20104-INT,INTAKE_RECEIVED,3/30/2021 13:15,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,U,
0,0,0,0,0,2020-03860-INT,INTAKE_RECEIVED,6/30/2020 14:32,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,G,
0,0,0,0,0,2020-01394-INT,INTAKE_RECEIVED,3/24/2020 0:00,,,Paid Safe and Sick Leave,,E-form from Mayor's Office,English,Information Request,Information Provided,,,R,
0,1,1,0,0,2021-23635-INT,INTAKE_RECEIVED,7/16/2021 15:52,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-05858-INT,INTAKE_RECEIVED,7/23/2020 16:04,,,Health & Safety,,Call from Hotline,English,Information Request,Information Provided,,,S,
0,1,1,0,0,2021-24766-INT,INTAKE_RECEIVED,10/27/2021 0:00,,,Paid Safe and Sick Leave,,Email,English,Information Request,Information Provided,,,L,
0,1,0,1,0,2021-16010-INT,INTAKE_RECEIVED,1/10/2021 0:00,,,Discrimination/Harassment,,Email,English,Information Request,,,,U,
0,1,0,1,0,2021-21005-INT,INTAKE_RECEIVED,4/22/2021 9:27,,,Paid Safe and Sick Leave,Did not pay for use,Call from 311,English,Information Request,Information Provided,,,G,
0,1,0,1,0,2021-18048-INT,INTAKE_RECEIVED,2/17/2021 14:21,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,F,
0,0,0,1,0,2020-14497-INT,INTAKE_RECEIVED,12/8/2020 16:12,,,Freelance Isn't Free,,Call from 311,English,Information Request,Information Provided,,,O,
0,1,0,1,0,2021-19344-INT,INTAKE_RECEIVED,3/16/2021 12:44,,,Other,,Call from Hotline,English,Complaint,Information Provided,,,N,
0,0,0,1,0,2020-06461-INT,INTAKE_RECEIVED,7/31/2020 16:53,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,E,
0,0,0,1,0,2020-10219-INT,INTAKE_RECEIVED,9/29/2020 9:24,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,T,
0,1,0,1,0,2021-22898-INT,INTAKE_RECEIVED,6/17/2021 0:00,,,Freelance Isn't Free,Non-pmnt on dates agreed/within 30 days if no agreed date,Email,English,Complaint,Assigned for Review,Matter Created,,K,
0,1,0,1,0,2021-17452-INT,INTAKE_RECEIVED,2/4/2021 12:42,,,Other,,Call from Hotline,English,Information Request,Information Provided,,,R,
